bundle_path	original_path	bytes	sha256	status
figure_assets/paper/figs/bg_alternative_loading.tex	paper/figs/bg_alternative_loading.tex	2828	a122d32ce71cb346678185d17bd13a439c19f6601a432d48eb3e000eccadaa6a	copied
source_data/vcomp/experiments/results/paper_figure4_loading_time_1tb_single.tsv	vcomp/experiments/results/paper_figure4_loading_time_1tb_single.tsv	1888	9f486aa69228164689213ca36e4edc21e9b0e1c52fe5f1cd4fa1008857766f27	copied
reproduction/vcomp/experiments/analysis/plot_paper_figure4_uniform_read_cache.py	vcomp/experiments/analysis/plot_paper_figure4_uniform_read_cache.py	12295	696cbfb382ffc7375fa0e2138afbd14f35384fbc373ac350813b709dc4a745c4	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/bench.out	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/bench.out	552013	bf1c8dbf26e50e121260049b6e48651f86bb2efd065f8a360e3cf50e64cde1b2	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/diskstats.end	6149	84f74357129b4848e458f66b0fe6862a7dfca8ee7155e489268689028fd9e551	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/diskstats.start	6149	c2a0b32a76a3893102120993b55c6aca1068ebab34df52fa8f86c2fbe472936f	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/exit_code.txt	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/exit_code.txt	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/load_cmd.sh	946	42c8a8b934e7cab3ebd072b2b9edfb8b8dd323fcf97f2cc1918e96cbd834dcfb	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/reopen_cmd.sh	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/reopen_cmd.sh	634	fba88ef46c9578214f320d0173cbf6c06baae7c1c592418b77bf79a6ccc0bdcb	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/time.out	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/raw/time.out	1683	ff3291a576b8325a9233d8eec2344c2be2e9be96ee7de4cb438a0a73c66845d6	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/report.rep	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/baseline_bg48/report.rep	35334	f512753f37ad70acad39792ae1d9bc8e99cb287fa66174f015ec95a175ae99d3	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/bench.out	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/bench.out	25386	8ca0069609cc80404ed7891786c489f73a73017be953e303203d68f9651f7919	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/raw/diskstats.end	6149	16d36a2203b664c96b4629c21e916dea14a409d1c95a6a76eed49c5881af435b	copied
source_logs/vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/paper_clean_vector_wb16_1000gib_260903_run1/pilot_1gib_bg48/raw/diskstats.start	6149	40a9c167e4dccdbdc3fa6ebc808330835f416b0fdb6bcefa6ec9839b66e84ef4	copied
