bundle_path	original_path	bytes	sha256	status
figure_assets/paper/figs/exp_scale_throughput.pdf	paper/figs/exp_scale_throughput.pdf	50065	882148892fb050edde36514c0a4ae601a3e8a12ba2f2e8a15c8be4ad8edef1af	copied
figure_assets/paper/figs/exp_scale_throughput.png	paper/figs/exp_scale_throughput.png	95971	94f2d4c6f94bf3686fb97456cade52785a90c4a79f144fa18b3d4a5ddd044e17	copied
figure_assets/paper/figs/exp_scale_latency.pdf	paper/figs/exp_scale_latency.pdf	51064	875ed227cb5456a8917d00ccee5e78cbba58e581424ffec55a9f64b85bb05e38	copied
figure_assets/paper/figs/exp_scale_latency.png	paper/figs/exp_scale_latency.png	103012	cddcd4db0261d570dc38bb9b0ce222164a4541d27e3649c70b15db157f45f2b2	copied
figure_assets/paper/figs/exp_scale_disk_read.pdf	paper/figs/exp_scale_disk_read.pdf	46327	92470649e758ad6ac31afeb4acb37301f0508317f4551d2b7896a29d0c3fe69c	copied
figure_assets/paper/figs/exp_scale_disk_read.png	paper/figs/exp_scale_disk_read.png	94934	267e42d382f67417217295d1bb587ff738fe9589670eb242055a55dd05f449e5	copied
figure_assets/paper/figs/exp_scale_disk_write.pdf	paper/figs/exp_scale_disk_write.pdf	47224	d032c88efc8fa739e2edad15958f309334ef917614d916ac1275d07f37b996f9	copied
figure_assets/paper/figs/exp_scale_disk_write.png	paper/figs/exp_scale_disk_write.png	77520	05772d18d0fe7e5441b531e4ff15984af80e849b6dee3961c574c1530eb948e5	copied
source_data/vcomp/experiments/artifacts/coverage_dumps/read10tb_realistic_full.tsv	vcomp/experiments/artifacts/coverage_dumps/read10tb_realistic_full.tsv	8122	de93bc1b3fc7c2d24867b67413734afb8a1659df4d1b829fbc4184135bcac390	copied
source_data/vcomp/experiments/artifacts/coverage_dumps/read10tb_realistic_compare.tsv	vcomp/experiments/artifacts/coverage_dumps/read10tb_realistic_compare.tsv	2154	88e8fa9a83a69e7342049098c2e96b30bb7a75d65e28d47f8303d367d07f0a50	copied
source_logs/vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/diskstats.end	vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/diskstats.end	6072	35fc659b86af5ebf1ea140d58cb0744b278843e22de2c62a4fab0ad8347bf775	copied
source_logs/vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/diskstats.start	vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/diskstats.start	6072	14a47ef2282e0353f69057904fe7ae5de06c2da4941271c0fa2df0bc33196b80	copied
source_logs/vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/run_cmd.sh	vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/run_cmd.sh	922	9f83496f0e80552d41e892f6b3fb9bffe80b242f6b9675fbb62ae737ed878d02	copied
source_logs/vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/time.out	vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/raw/time.out	1662	2e891732b9aed25f1d2c535251cbb928cc4b9fe3d39a04bef835f844a018e22d	copied
source_logs/vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/report.rep	vcomp/experiments/artifacts/log_runs/q3_flex_read10tb_realistic_ab_260610/baseline/motivation_10tb_1kb_basecopy/workloada/report.rep	377	941a9d5101b7be74f76b9f3a1f4c2e3822ecd595eadcb69a476aba4a619f96e3	copied
